"full_name","team.name","season","sum_disposals","sum_TOG","mean_disposals","mean_TOG","games_played","disp_per_TOG","starting_position"
"Anthony Miles","Richmond",2017,97,350,19.4,70,5,0.2771,"INT"
"Anthony Miles","Richmond",2018,20,74,20,74,1,0.2703,"Mid"
"Anthony Morabito","Fremantle",2014,27,148,9,49.33,3,0.1824,"SUB"
"Anthony Scott","Western Bulldogs",2021,179,1343,8.95,67.15,20,0.1333,"Forward"
"Anthony Scott","Western Bulldogs",2022,163,1039,11.64,74.21,14,0.1569,"Mid"
"Anthony Scott","Western Bulldogs",2023,224,1558,10.67,74.19,21,0.1438,"INT"
"Anton Tohill","Collingwood",2021,9,89,9,89,1,0.1011,"Back"
"Archie Perkins","Essendon",2021,232,1363,11.6,68.15,20,0.1702,"Forward"
"Archie Perkins","Essendon",2022,219,1411,12.17,78.39,18,0.1552,"Forward"
"Archie Perkins","Essendon",2023,339,1732,15.41,78.73,22,0.1957,"INT"
"Archie Smith","Brisbane Lions",2016,40,226,13.33,75.33,3,0.177,"Ruck"
"Archie Smith","Brisbane Lions",2017,62,493,10.33,82.17,6,0.1258,"Forward"
"Archie Smith","Brisbane Lions",2019,19,137,9.5,68.5,2,0.1387,"INT"
"Archie Smith","Brisbane Lions",2020,27,252,5.4,50.4,5,0.1071,"INT"
"Ariel Steinberg","Essendon",2014,19,183,9.5,91.5,2,0.1038,"Back"
"Ariel Steinberg","Essendon",2015,79,624,11.29,89.14,7,0.1266,"Back"
"Arryn Siposs","St Kilda",2014,37,263,12.33,87.67,3,0.1407,"Forward"
"Arthur Jones","Western Bulldogs",2023,99,909,7.62,69.92,13,0.1089,"Forward"
"Ash Johnson","Collingwood",2022,47,454,7.83,75.67,6,0.1035,"Forward"
"Ash Johnson","Collingwood",2023,121,1064,8.07,70.93,15,0.1137,"Forward"
"Ashley McGrath","Brisbane Lions",2014,43,371,7.17,61.83,6,0.1159,"SUB"
"Ashley Smith","West Coast Eagles",2014,17,162,8.5,81,2,0.1049,"Mid"
"Atu Bosenavulagi","Collingwood",2020,21,188,7,62.67,3,0.1117,"INT"
"Atu Bosenavulagi","North Melbourne",2021,81,483,10.12,60.38,8,0.1677,"INT"
"Atu Bosenavulagi","North Melbourne",2022,71,562,7.89,62.44,9,0.1263,"INT"
"Ayce Cordy","Western Bulldogs",2014,10,89,10,89,1,0.1124,"Forward"
"Ayce Cordy","Western Bulldogs",2015,54,540,7.71,77.14,7,0.1,"Ruck"
"Bachar Houli","Richmond",2014,468,1878,21.27,85.36,22,0.2492,"Back"
"Bachar Houli","Richmond",2015,494,1867,22.45,84.86,22,0.2646,"Back"
"Bachar Houli","Richmond",2016,299,1062,24.92,88.5,12,0.2815,"Back"
"Bachar Houli","Richmond",2017,430,1515,23.89,84.17,18,0.2838,"Back"
"Bachar Houli","Richmond",2018,270,953,20.77,73.31,13,0.2833,"Back"
"Bachar Houli","Richmond",2019,539,1596,28.37,84,19,0.3377,"Back"
"Bachar Houli","Richmond",2020,167,728,18.56,80.89,9,0.2294,"Back"
"Bachar Houli","Richmond",2021,275,983,22.92,81.92,12,0.2798,"Back"
"Bailey Banfield","Fremantle",2018,291,1610,14.55,80.5,20,0.1807,"Forward"
"Bailey Banfield","Fremantle",2019,93,518,13.29,74,7,0.1795,"Forward"
"Bailey Banfield","Fremantle",2020,47,409,9.4,81.8,5,0.1149,"Forward"
"Bailey Banfield","Fremantle",2021,56,445,9.33,74.17,6,0.1258,"Forward"
"Bailey Banfield","Fremantle",2022,143,1156,6.81,55.05,21,0.1237,"INT"
"Bailey Banfield","Fremantle",2023,160,1015,11.43,72.5,14,0.1576,"Forward"
"Bailey Dale","Western Bulldogs",2015,78,588,7.8,58.8,10,0.1327,"INT"
"Bailey Dale","Western Bulldogs",2016,53,294,13.25,73.5,4,0.1803,"INT"
"Bailey Dale","Western Bulldogs",2017,276,1282,17.25,80.12,16,0.2153,"Forward"
"Bailey Dale","Western Bulldogs",2018,155,796,15.5,79.6,10,0.1947,"Forward"
"Bailey Dale","Western Bulldogs",2019,120,718,13.33,79.78,9,0.1671,"Forward"
"Bailey Dale","Western Bulldogs",2020,83,715,9.22,79.44,9,0.1161,"Forward"
"Bailey Dale","Western Bulldogs",2021,539,1802,24.5,81.91,22,0.2991,"Back"
"Bailey Dale","Western Bulldogs",2022,582,1853,26.45,84.23,22,0.3141,"Back"
"Bailey Dale","Western Bulldogs",2023,553,1832,25.14,83.27,22,0.3019,"Back"
"Bailey Humphrey","Gold Coast Suns",2023,236,1285,12.42,67.63,19,0.1837,"INT"
"Bailey J. Williams","West Coast Eagles",2020,21,210,7,70,3,0.1,"INT"
"Bailey J. Williams","West Coast Eagles",2021,35,373,5.83,62.17,6,0.0938,"INT"
"Bailey J. Williams","West Coast Eagles",2022,157,1221,9.24,71.82,17,0.1286,"Ruck"
"Bailey J. Williams","West Coast Eagles",2023,285,1797,12.95,81.68,22,0.1586,"Ruck"
"Bailey Laurie","Melbourne",2023,22,120,7.33,40,3,0.1833,"Forward"
"Bailey Macdonald","Hawthorn",2023,25,141,12.5,70.5,2,0.1773,"Back"
"Bailey Rice","St Kilda",2018,151,838,13.73,76.18,11,0.1802,"Back"
"Bailey Scott","North Melbourne",2019,53,290,13.25,72.5,4,0.1828,"INT"
"Bailey Scott","North Melbourne",2020,138,1063,10.62,81.77,13,0.1298,"Forward"
"Bailey Scott","North Melbourne",2021,217,1270,12.76,74.71,17,0.1709,"Forward"
"Bailey Scott","North Melbourne",2022,382,1791,18.19,85.29,21,0.2133,"Back"
"Bailey Scott","North Melbourne",2023,476,1873,21.64,85.14,22,0.2541,"Mid"
"Bailey Smith","Western Bulldogs",2019,390,1615,17.73,73.41,22,0.2415,"INT"
"Bailey Smith","Western Bulldogs",2020,358,1310,21.06,77.06,17,0.2733,"Mid"
"Bailey Smith","Western Bulldogs",2021,517,1807,23.5,82.14,22,0.2861,"Mid"
"Bailey Smith","Western Bulldogs",2022,474,1423,29.62,88.94,16,0.3331,"Mid"
"Bailey Smith","Western Bulldogs",2023,447,1567,23.53,82.47,19,0.2853,"INT"
"Bailey Williams","Western Bulldogs",2016,93,449,15.5,74.83,6,0.2071,"INT"
"Bailey Williams","Western Bulldogs",2017,196,924,16.33,77,12,0.2121,"Back"
"Bailey Williams","Western Bulldogs",2018,281,1154,20.07,82.43,14,0.2435,"Back"
"Bailey Williams","Western Bulldogs",2019,138,707,15.33,78.56,9,0.1952,"INT"
"Bailey Williams","Western Bulldogs",2020,279,1431,16.41,84.18,17,0.195,"Back"
"Bailey Williams","Western Bulldogs",2021,325,1547,17.11,81.42,19,0.2101,"Back"
"Bailey Williams","Western Bulldogs",2022,308,1673,14.67,79.67,21,0.1841,"Back"
"Bailey Williams","Western Bulldogs",2023,367,1724,16.68,78.36,22,0.2129,"Mid"
"Bayley Fritsch","Melbourne",2018,346,1644,16.48,78.29,21,0.2105,"Forward"
"Bayley Fritsch","Melbourne",2019,364,1868,16.55,84.91,22,0.1949,"Forward"
"Bayley Fritsch","Melbourne",2020,176,1309,11,81.81,16,0.1345,"Forward"
"Bayley Fritsch","Melbourne",2021,211,1796,10.05,85.52,21,0.1175,"Forward"
"Bayley Fritsch","Melbourne",2022,209,1842,9.5,83.73,22,0.1135,"Forward"
"Bayley Fritsch","Melbourne",2023,155,1154,11.07,82.43,14,0.1343,"Forward"
"Beau Maister","St Kilda",2014,39,340,9.75,85,4,0.1147,"Forward"
"Beau McCreery","Collingwood",2021,82,763,6.31,58.69,13,0.1075,"Forward"
"Beau McCreery","Collingwood",2022,175,1315,9.21,69.21,19,0.1331,"Forward"
"Beau McCreery","Collingwood",2023,223,1541,10.14,70.05,22,0.1447,"Forward"
"Ben Ainsworth","Gold Coast Suns",2017,153,923,11.77,71,13,0.1658,"Forward"
"Ben Ainsworth","Gold Coast Suns",2018,237,1182,14.81,73.88,16,0.2005,"INT"
"Ben Ainsworth","Gold Coast Suns",2019,200,874,16.67,72.83,12,0.2288,"Forward"
"Ben Ainsworth","Gold Coast Suns",2020,227,1315,14.19,82.19,16,0.1726,"Forward"
"Ben Ainsworth","Gold Coast Suns",2021,261,1313,15.35,77.24,17,0.1988,"Forward"
"Ben Ainsworth","Gold Coast Suns",2022,353,1852,16.05,84.18,22,0.1906,"Forward"
"Ben Ainsworth","Gold Coast Suns",2023,348,1632,17.4,81.6,20,0.2132,"Forward"
"Ben Brown","Melbourne",2021,93,791,9.3,79.1,10,0.1176,"Forward"
"Ben Brown","Melbourne",2022,156,1344,9.18,79.06,17,0.1161,"Forward"
"Ben Brown","Melbourne",2023,66,521,9.43,74.43,7,0.1267,"Forward"
"Ben Brown","North Melbourne",2014,82,639,10.25,79.88,8,0.1283,"Forward"
"Ben Brown","North Melbourne",2015,196,1569,10.32,82.58,19,0.1249,"Forward"
"Ben Brown","North Melbourne",2016,234,1768,11.14,84.19,21,0.1324,"Forward"
"Ben Brown","North Melbourne",2017,256,2009,11.64,91.32,22,0.1274,"Forward"
"Ben Brown","North Melbourne",2018,246,2125,11.18,96.59,22,0.1158,"Forward"
"Ben Brown","North Melbourne",2019,244,2150,11.09,97.73,22,0.1135,"Forward"
"Ben Brown","North Melbourne",2020,61,797,6.78,88.56,9,0.0765,"Forward"
"Ben Cavarra","Western Bulldogs",2020,25,216,8.33,72,3,0.1157,"INT"
"Ben Cavarra","Western Bulldogs",2021,1,18,1,18,1,0.0556,"INT"
"Ben Crocker","Adelaide Crows",2020,55,585,7.86,83.57,7,0.094,"INT"
"Ben Crocker","Collingwood",2016,91,756,9.1,75.6,10,0.1204,"INT"
"Ben Crocker","Collingwood",2017,29,224,9.67,74.67,3,0.1295,"INT"
"Ben Crocker","Collingwood",2018,105,797,10.5,79.7,10,0.1317,"Forward"
"Ben Crocker","Collingwood",2019,23,223,7.67,74.33,3,0.1031,"INT"
"Ben Cunnington","North Melbourne",2014,472,1675,21.45,76.14,22,0.2818,"Mid"
"Ben Cunnington","North Melbourne",2015,478,1607,22.76,76.52,21,0.2974,"Mid"
"Ben Cunnington","North Melbourne",2016,449,1440,21.38,68.57,21,0.3118,"Mid"
"Ben Cunnington","North Melbourne",2017,511,1485,25.55,74.25,20,0.3441,"Mid"
"Ben Cunnington","North Melbourne",2018,563,1700,25.59,77.27,22,0.3312,"Mid"
"Ben Cunnington","North Melbourne",2019,586,1727,26.64,78.5,22,0.3393,"Mid"
"Ben Cunnington","North Melbourne",2020,53,222,17.67,74,3,0.2387,"Mid"
"Ben Cunnington","North Melbourne",2021,402,1237,26.8,82.47,15,0.325,"Mid"
"Ben Cunnington","North Melbourne",2022,31,134,15.5,67,2,0.2313,"Mid"
"Ben Cunnington","North Melbourne",2023,178,596,19.78,66.22,9,0.2987,"Mid"
"Ben Davis","Adelaide Crows",2019,7,68,7,68,1,0.1029,"INT"
"Ben Davis","Adelaide Crows",2020,5,85,5,85,1,0.0588,"Forward"
"Ben Davis","Adelaide Crows",2021,35,228,8.75,57,4,0.1535,"SUB"
"Ben Davis","Adelaide Crows",2022,11,68,2.2,13.6,5,0.1618,"SUB"
"Ben Griffiths","Richmond",2014,134,1310,8.93,87.33,15,0.1023,"Forward"
"Ben Griffiths","Richmond",2015,122,940,10.17,78.33,12,0.1298,"Forward"
"Ben Griffiths","Richmond",2016,139,1011,10.69,77.77,13,0.1375,"Forward"
"Ben Griffiths","Richmond",2017,15,129,7.5,64.5,2,0.1163,"Forward"
"Ben Hobbs","Essendon",2022,245,1180,14.41,69.41,17,0.2076,"Forward"
"Ben Hobbs","Essendon",2023,334,1179,19.65,69.35,17,0.2833,"INT"
"Ben Howlett","Essendon",2014,308,1589,15.4,79.45,20,0.1938,"INT"
"Ben Howlett","Essendon",2015,320,1451,16,72.55,20,0.2205,"INT"
"Ben Howlett","Essendon",2017,95,537,13.57,76.71,7,0.1769,"Mid"
"Ben Jacobs","North Melbourne",2014,171,767,14.25,63.92,12,0.2229,"INT"
"Ben Jacobs","North Melbourne",2015,327,1584,16.35,79.2,20,0.2064,"Mid"
"Ben Jacobs","North Melbourne",2016,87,571,12.43,81.57,7,0.1524,"Mid"
"Ben Jacobs","North Melbourne",2018,248,1059,19.08,81.46,13,0.2342,"Mid"
"Ben Jarvis","Geelong Cats",2020,5,62,5,62,1,0.0806,"Forward"
"Ben Keays","Adelaide Crows",2020,265,1380,16.56,86.25,16,0.192,"Mid"
"Ben Keays","Adelaide Crows",2021,619,1864,28.14,84.73,22,0.3321,"Mid"
"Ben Keays","Adelaide Crows",2022,586,1852,26.64,84.18,22,0.3164,"Mid"
"Ben Keays","Adelaide Crows",2023,422,1844,19.18,83.82,22,0.2289,"Mid"
"Ben Keays","Brisbane Lions",2016,182,1293,11.38,80.81,16,0.1408,"Mid"
"Ben Keays","Brisbane Lions",2017,151,793,15.1,79.3,10,0.1904,"Forward"
"Ben Keays","Brisbane Lions",2018,29,160,14.5,80,2,0.1812,"INT"
"Ben Keays","Brisbane Lions",2019,27,160,13.5,80,2,0.1688,"Forward"
"Ben Kennedy","Collingwood",2014,98,403,12.25,50.38,8,0.2432,"SUB"
"Ben Kennedy","Collingwood",2015,55,295,11,59,5,0.1864,"INT"
"Ben Kennedy","Melbourne",2016,259,1154,17.27,76.93,15,0.2244,"INT"
"Ben King","Gold Coast Suns",2019,99,1092,7.07,78,14,0.0907,"Forward"
"Ben King","Gold Coast Suns",2020,121,1572,7.12,92.47,17,0.077,"Forward"
"Ben King","Gold Coast Suns",2021,180,1990,8.18,90.45,22,0.0905,"Forward"
"Ben King","Gold Coast Suns",2023,158,1693,7.9,84.65,20,0.0933,"Forward"
"Ben Lennon","Richmond",2014,57,316,8.14,45.14,7,0.1804,"SUB"
"Ben Lennon","Richmond",2015,105,598,11.67,66.44,9,0.1756,"Forward"
"Ben Lennon","Richmond",2016,35,231,11.67,77,3,0.1515,"INT"
"Ben Lennon","Richmond",2017,17,155,8.5,77.5,2,0.1097,"INT"
"Ben Long","Gold Coast Suns",2023,171,1213,11.4,80.87,15,0.141,"Back"
"Ben Long","St Kilda",2017,36,285,9,71.25,4,0.1263,"Forward"
"Ben Long","St Kilda",2018,120,821,12,82.1,10,0.1462,"Forward"
"Ben Long","St Kilda",2019,152,1252,9.5,78.25,16,0.1214,"Forward"
"Ben Long","St Kilda",2020,173,1148,12.36,82,14,0.1507,"Back"
"Ben Long","St Kilda",2021,143,1031,9.53,68.73,15,0.1387,"INT"
"Ben Long","St Kilda",2022,225,1305,11.84,68.68,19,0.1724,"INT"
"Ben McEvoy","Hawthorn",2014,152,934,12.67,77.83,12,0.1627,"Ruck"
"Ben McEvoy","Hawthorn",2015,169,1225,11.27,81.67,15,0.138,"Forward"
"Ben McEvoy","Hawthorn",2016,214,1571,10.19,74.81,21,0.1362,"Ruck"
"Ben McEvoy","Hawthorn",2017,274,1781,12.45,80.95,22,0.1538,"Ruck"
"Ben McEvoy","Hawthorn",2018,209,1357,12.29,79.82,17,0.154,"Ruck"
"Ben McEvoy","Hawthorn",2019,236,1539,12.42,81,19,0.1533,"Ruck"
"Ben McEvoy","Hawthorn",2020,142,1317,8.88,82.31,16,0.1078,"Back"
"Ben McEvoy","Hawthorn",2021,275,1813,12.5,82.41,22,0.1517,"Ruck"
"Ben McEvoy","Hawthorn",2022,93,661,11.62,82.62,8,0.1407,"Forward"
"Ben McGlynn","Sydney Swans",2014,335,1390,20.94,86.88,16,0.241,"Forward"
"Ben McGlynn","Sydney Swans",2015,119,571,17,81.57,7,0.2084,"Forward"
"Ben McGlynn","Sydney Swans",2016,187,1059,13.36,75.64,14,0.1766,"Forward"
"Ben McKay","North Melbourne",2017,9,50,9,50,1,0.18,"INT"
"Ben McKay","North Melbourne",2019,21,232,7,77.33,3,0.0905,"Back"
"Ben McKay","North Melbourne",2020,102,997,9.27,90.64,11,0.1023,"Back"
"Ben McKay","North Melbourne",2021,210,2073,9.55,94.23,22,0.1013,"Back"
"Ben McKay","North Melbourne",2022,139,1186,9.27,79.07,15,0.1172,"Back"
"Ben McKay","North Melbourne",2023,218,1710,12.11,95,18,0.1275,"Back"
"Ben McNiece","Essendon",2017,25,162,12.5,81,2,0.1543,"Back"
"Ben McNiece","Essendon",2018,102,651,12.75,81.38,8,0.1567,"INT"
"Ben McNiece","Essendon",2019,52,416,10.4,83.2,5,0.125,"Back"
"Ben Miller","Richmond",2021,6,93,6,93,1,0.0645,"Back"
"Ben Miller","Richmond",2022,84,823,8.4,82.3,10,0.1021,"Back"
"Ben Miller","Richmond",2023,95,957,7.31,73.62,13,0.0993,"INT"
"Ben Newton","Melbourne",2015,163,826,14.82,75.09,11,0.1973,"INT"
"Ben Newton","Melbourne",2016,34,155,17,77.5,2,0.2194,"INT"
"Ben Newton","Port Adelaide",2014,40,148,10,37,4,0.2703,"SUB"
"Ben Paton","St Kilda",2018,36,195,12,65,3,0.1846,"Mid"
"Ben Paton","St Kilda",2019,191,1047,14.69,80.54,13,0.1824,"INT"
"Ben Paton","St Kilda",2020,221,1325,13,77.94,17,0.1668,"Back"
"Ben Paton","St Kilda",2022,294,1607,14.7,80.35,20,0.1829,"Back"
"Ben Paton","St Kilda",2023,162,793,13.5,66.08,12,0.2043,"INT"
"Ben Reid","Collingwood",2014,28,245,7,61.25,4,0.1143,"Forward"
"Ben Reid","Collingwood",2015,70,403,14,80.6,5,0.1737,"Forward"
"Ben Reid","Collingwood",2016,296,1460,17.41,85.88,17,0.2027,"Back"
"Ben Reid","Collingwood",2017,208,1263,13.87,84.2,15,0.1647,"Forward"
"Ben Reid","Collingwood",2018,69,479,11.5,79.83,6,0.1441,"Forward"
"Ben Reid","Collingwood",2019,73,513,10.43,73.29,7,0.1423,"Forward"
"Ben Reid","Collingwood",2020,11,144,5.5,72,2,0.0764,"Forward"
"Ben Ronke","Sydney Swans",2018,218,1271,12.82,74.76,17,0.1715,"Forward"
"Ben Ronke","Sydney Swans",2019,135,936,10.38,72,13,0.1442,"Forward"
"Ben Ronke","Sydney Swans",2020,29,214,9.67,71.33,3,0.1355,"INT"
"Ben Ronke","Sydney Swans",2021,5,65,2.5,32.5,2,0.0769,"INT"
"Ben Ronke","Sydney Swans",2022,72,414,9,51.75,8,0.1739,"SUB"
"Ben Ross","Hawthorn",2014,30,144,7.5,36,4,0.2083,"SUB"
"Ben Rutten","Adelaide Crows",2014,152,1085,10.86,77.5,14,0.1401,"Back"
"Ben Sinclair","Collingwood",2014,73,413,14.6,82.6,5,0.1768,"Back"
"Ben Sinclair","Collingwood",2015,88,429,14.67,71.5,6,0.2051,"Back"
"Ben Sinclair","Collingwood",2016,199,938,15.31,72.15,13,0.2122,"Back"
"Ben Stratton","Hawthorn",2014,149,1042,12.42,86.83,12,0.143,"Back"
"Ben Stratton","Hawthorn",2015,229,1962,10.9,93.43,21,0.1167,"Back"
"Ben Stratton","Hawthorn",2016,233,1773,12.26,93.32,19,0.1314,"Back"
"Ben Stratton","Hawthorn",2017,104,692,13,86.5,8,0.1503,"Back"
"Ben Stratton","Hawthorn",2018,269,2072,12.23,94.18,22,0.1298,"Back"
"Ben Stratton","Hawthorn",2019,175,1747,9.21,91.95,19,0.1002,"Back"
"Ben Stratton","Hawthorn",2020,121,1282,8.64,91.57,14,0.0944,"Back"
"Bernie Vince","Melbourne",2014,532,1830,24.18,83.18,22,0.2907,"Mid"
"Bernie Vince","Melbourne",2015,519,1727,24.71,82.24,21,0.3005,"Mid"
"Bernie Vince","Melbourne",2016,534,1785,25.43,85,21,0.2992,"Mid"
"Bernie Vince","Melbourne",2017,403,1619,21.21,85.21,19,0.2489,"Mid"
"Bernie Vince","Melbourne",2018,273,1409,16.06,82.88,17,0.1938,"INT"
"Bigoa Nyuon","Richmond",2022,6,94,6,94,1,0.0638,"Back"
"Billie Smedts","Carlton",2017,91,602,10.11,66.89,9,0.1512,"INT"
"Billie Smedts","Geelong Cats",2014,57,390,9.5,65,6,0.1462,"INT"
"Billie Smedts","Geelong Cats",2015,42,255,10.5,63.75,4,0.1647,"Back"
"Billie Smedts","Geelong Cats",2016,16,74,16,74,1,0.2162,"INT"
"Billy Evans","Brisbane Lions",2015,57,266,11.4,53.2,5,0.2143,"INT"
"Billy Evans","Brisbane Lions",2016,20,133,10,66.5,2,0.1504,"INT"
"Billy Frampton","Adelaide Crows",2020,40,431,8,86.2,5,0.0928,"Forward"
"Billy Frampton","Adelaide Crows",2021,97,821,9.7,82.1,10,0.1181,"Forward"
"Billy Frampton","Adelaide Crows",2022,108,573,18,95.5,6,0.1885,"Back"
"Billy Frampton","Collingwood",2023,138,1194,9.86,85.29,14,0.1156,"Back"
"Billy Frampton","Port Adelaide",2018,7,80,7,80,1,0.0875,"Forward"
"Billy Frampton","Port Adelaide",2019,23,174,11.5,87,2,0.1322,"Forward"
"Billy Gowers","Western Bulldogs",2018,254,1641,12.7,82.05,20,0.1548,"Forward"
"Billy Gowers","Western Bulldogs",2019,89,777,8.9,77.7,10,0.1145,"Forward"
"Billy Gowers","Western Bulldogs",2020,21,222,7,74,3,0.0946,"Forward"
"Billy Hartung","Hawthorn",2014,79,297,11.29,42.43,7,0.266,"SUB"
"Billy Hartung","Hawthorn",2015,303,1059,16.83,58.83,18,0.2861,"INT"
"Billy Hartung","Hawthorn",2016,333,1291,19.59,75.94,17,0.2579,"INT"
"Billy Hartung","Hawthorn",2017,397,1408,22.06,78.22,18,0.282,"INT"
"Billy Hartung","North Melbourne",2018,226,989,17.38,76.08,13,0.2285,"INT"
"Billy Longer","St Kilda",2014,116,1367,7.25,85.44,16,0.0849,"Ruck"
"Billy Longer","St Kilda",2015,167,1546,9.28,85.89,18,0.108,"Ruck"
"Billy Longer","St Kilda",2017,159,1422,9.35,83.65,17,0.1118,"Ruck"
"Billy Longer","St Kilda",2018,32,397,6.4,79.4,5,0.0806,"Ruck"
"Billy Longer","St Kilda",2019,10,84,10,84,1,0.119,"Ruck"
"Billy Stretch","Melbourne",2015,114,881,10.36,80.09,11,0.1294,"INT"
"Billy Stretch","Melbourne",2016,292,1181,18.25,73.81,16,0.2472,"INT"
"Billy Stretch","Melbourne",2017,164,698,18.22,77.56,9,0.235,"INT"
"Billy Stretch","Melbourne",2018,40,156,20,78,2,0.2564,"Back"
"Billy Stretch","Melbourne",2019,156,684,17.33,76,9,0.2281,"INT"
"Blaine Boekhorst","Carlton",2015,138,831,12.55,75.55,11,0.1661,"Forward"
"Blaine Boekhorst","Carlton",2016,94,544,13.43,77.71,7,0.1728,"Forward"
"Blaine Boekhorst","Carlton",2017,116,511,16.57,73,7,0.227,"Mid"
"Blaine Johnson","Carlton",2014,42,329,8.4,65.8,5,0.1277,"INT"
"Blaine Johnson","Carlton",2015,15,146,7.5,73,2,0.1027,"Forward"
"Blake Acres","Carlton",2023,494,1781,23.52,84.81,21,0.2774,"Mid"
"Blake Acres","Fremantle",2020,134,581,19.14,83,7,0.2306,"Mid"
"Blake Acres","Fremantle",2021,322,1419,17.89,78.83,18,0.2269,"Mid"
"Blake Acres","Fremantle",2022,383,1454,21.28,80.78,18,0.2634,"Mid"
"Blake Acres","St Kilda",2014,26,150,8.67,50,3,0.1733,"Mid"
"Blake Acres","St Kilda",2015,83,394,11.86,56.29,7,0.2107,"INT"
"Blake Acres","St Kilda",2016,284,1186,17.75,74.12,16,0.2395,"INT"
"Blake Acres","St Kilda",2017,366,1406,20.33,78.11,18,0.2603,"INT"
"Blake Acres","St Kilda",2018,258,944,21.5,78.67,12,0.2733,"INT"
"Blake Acres","St Kilda",2019,308,1377,16.21,72.47,19,0.2237,"INT"
"Blake Drury","North Melbourne",2023,29,237,7.25,59.25,4,0.1224,"Back"
"Blake Hardwick","Hawthorn",2016,8,80,8,80,1,0.1,"Forward"
"Blake Hardwick","Hawthorn",2017,274,1491,14.42,78.47,19,0.1838,"Back"
"Blake Hardwick","Hawthorn",2018,367,1867,16.68,84.86,22,0.1966,"Back"
"Blake Hardwick","Hawthorn",2019,382,1874,17.36,85.18,22,0.2038,"Back"
"Blake Hardwick","Hawthorn",2020,207,1324,12.94,82.75,16,0.1563,"Back"
"Blake Hardwick","Hawthorn",2021,418,1702,20.9,85.1,20,0.2456,"Back"
"Blake Hardwick","Hawthorn",2022,366,1915,16.64,87.05,22,0.1911,"Back"
"Blake Hardwick","Hawthorn",2023,442,1913,20.09,86.95,22,0.2311,"Back"
"Blayne Wilson","West Coast Eagles",2014,26,159,13,79.5,2,0.1635,"INT"
"Bobby Hill","Collingwood",2023,195,1469,9.75,73.45,20,0.1327,"Forward"
"Bobby Hill","GWS Giants",2020,43,322,8.6,64.4,5,0.1335,"INT"
"Bobby Hill","GWS Giants",2021,148,1169,9.25,73.06,16,0.1266,"Forward"
"Bobby Hill","GWS Giants",2022,94,697,8.55,63.36,11,0.1349,"Forward"
"Bodhi Uwland","Gold Coast Suns",2023,25,163,8.33,54.33,3,0.1534,"INT"
"Boyd Woodcock","Port Adelaide",2020,52,369,10.4,73.8,5,0.1409,"Forward"
"Boyd Woodcock","Port Adelaide",2021,73,423,10.43,60.43,7,0.1726,"INT"
"Brad Close","Geelong Cats",2020,70,612,8.75,76.5,8,0.1144,"Forward"
"Brad Close","Geelong Cats",2021,246,1551,12.95,81.63,19,0.1586,"INT"
"Brad Close","Geelong Cats",2022,343,1827,15.59,83.05,22,0.1877,"Forward"
"Brad Close","Geelong Cats",2023,277,1727,13.19,82.24,21,0.1604,"Forward"
"Brad Crouch","Adelaide Crows",2014,272,880,24.73,80,11,0.3091,"Mid"
"Brad Crouch","Adelaide Crows",2016,328,998,23.43,71.29,14,0.3287,"Mid"
"Brad Crouch","Adelaide Crows",2017,476,1263,28,74.29,17,0.3769,"INT"
"Brad Crouch","Adelaide Crows",2019,664,1729,30.18,78.59,22,0.384,"Mid"
"Brad Crouch","Adelaide Crows",2020,263,893,21.92,74.42,12,0.2945,"INT"
"Brad Crouch","St Kilda",2021,527,1556,26.35,77.8,20,0.3387,"Mid"
"Brad Crouch","St Kilda",2022,571,1704,27.19,81.14,21,0.3351,"Mid"
"Brad Crouch","St Kilda",2023,604,1733,27.45,78.77,22,0.3485,"Mid"
"Brad Ebert","Port Adelaide",2014,493,1866,22.41,84.82,22,0.2642,"Mid"
"Brad Ebert","Port Adelaide",2015,512,1874,23.27,85.18,22,0.2732,"Mid"
"Brad Ebert","Port Adelaide",2016,387,1698,18.43,80.86,21,0.2279,"Mid"
"Brad Ebert","Port Adelaide",2017,547,1871,24.86,85.05,22,0.2924,"Mid"
"Brad Ebert","Port Adelaide",2018,450,1750,20.45,79.55,22,0.2571,"Mid"
"Brad Ebert","Port Adelaide",2019,172,879,15.64,79.91,11,0.1957,"Forward"
"Brad Ebert","Port Adelaide",2020,172,985,14.33,82.08,12,0.1746,"Forward"
"Brad Hartman","Geelong Cats",2014,38,225,7.6,45,5,0.1689,"INT"
"Brad Lynch","Western Bulldogs",2018,110,673,12.22,74.78,9,0.1634,"INT"
"Brad McKenzie","North Melbourne",2014,134,645,13.4,64.5,10,0.2078,"Mid"
"Brad McKenzie","North Melbourne",2015,18,82,18,82,1,0.2195,"Mid"
"Brad McKenzie","North Melbourne",2016,212,1142,15.14,81.57,14,0.1856,"Back"
"Brad Scheer","Gold Coast Suns",2017,33,298,8.25,74.5,4,0.1107,"INT"
"Brad Scheer","Gold Coast Suns",2018,75,467,12.5,77.83,6,0.1606,"INT"
"Brad Scheer","Gold Coast Suns",2019,28,262,9.33,87.33,3,0.1069,"Mid"
"Brad Sewell","Hawthorn",2014,172,648,19.11,72,9,0.2654,"Mid"
"Brad Sheppard","West Coast Eagles",2014,234,1118,16.71,79.86,14,0.2093,"INT"
"Brad Sheppard","West Coast Eagles",2015,384,1960,17.45,89.09,22,0.1959,"Back"
